CTR,Placement Type,Package Name,Impressions (Net),Placement End Date,Advertiser Name,Clicks (Net),Placement ID,Total Media Cost,Campaign ID,Site Name,Campaign Start Date,Ad Duration,Video Fully Played,Placement Start Date,Average Video Percentage Complete (%),Ad Name,Video Played 25%,Impressions (Gross),Campaign Type,Advertiser ID,Section Name,Video Played 75%,Brand Name,Click Through (URL),Video Played 50%,Ad Format Name,Campaign End Date,Cost per Unit,Placement Name,Video Started,Cost Model,Video Average Duration (Sec),Day,Campaign Name,Date,Country_code,Campaign Label,Agency,Year,Market,Client,Brand_portfolio,Temporality,Initiative,Adserver,Consumption occasions,Platform,New Ad Format,unified_brand,Platform Cost,New Buying Type,Brand,adverity_client_id,adverity_client_name
0.00%,In Banner,,17,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076577627,0.05,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_728x90_Promo Xbox_Xaxis - SB_TG_ARG - MAY_L13,0,17,Display,65663,0,0,MCMMIA_Pringles,N/A,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,NO USAR,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Xaxis-StandardBanner,2021-05-04,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banner_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banner,,pringles,0.05,CPM,Pringles,3,ktboClient
0.00%,In Banner,,4,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076577628,0.01,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_970x90_Promo Xbox_Xaxis - SB_TG_ARG - MAY_L13,0,4,Display,65663,0,0,MCMMIA_Pringles,N/A,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,NO USAR,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Xaxis-StandardBanner,2021-05-04,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banner_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banner,,pringles,0.01,CPM,Pringles,3,ktboClient
0.00%,In Banner,,2,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076579279,0.0,1074222564,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_300x250_Promo Xbox_Xaxis - SB_TG_ARG - MAY_L14,0,2,Display,65663,0,0,MCMMIA_Pringles,N/A,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,1.5,NO USAR,0,CPC,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPC-Xaxis-StandardBanner,2021-05-04,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPC-Xaxis - Standard Banner_MAY_L14,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPC-Xaxis - Standard Banner,,pringles,0.0,CPC,Pringles,3,ktboClient
0.00%,Tracking,,0,4/30/2021 12:00:00 AM,MCMMIA_Kelloggs,0,1076452218,0.0,1074200074,Xaxis LATAM,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Xaxis_RON_Scroll Reactive_1x1_CPM_Several_Impressions_Display_Breakfast for One - TR_CHL_ABR_L18_1083136673,0,4,Display,200191,RON ,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incansables,0,Scroll Reactive,4/30/2021 12:00:00 AM,8,Xaxis_RON_Scroll Reactive_1x1_CPM_Several_Impressions_Display_Breakfast for One_TR_CHL-ABR_L18,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-ScrollReactive,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Scroll Reactive_ABR_L18,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Scroll Reactive,Scroll Reactive,masterbrand,0.0,CPM,Masterbrand,3,ktboClient
50.00%,In-Stream Video,,2,4/30/2021 12:00:00 AM,MCMMIA_Kelloggs,1,1076452422,0.02,1074200081,Xaxis LATAM,4/1/2021 12:00:00 AM,30,1,4/1/2021 12:00:00 AM,62.50%,Video In Stream_0x0_Masterbrand_TR_CHL_ABR_L16,1,2,Display,200191,0,1,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incansables%20Chile&utm_term=VideoPreroll&utm_content=video,1,In-Stream Video,4/30/2021 12:00:00 AM,0.02,Xaxis_RON_Video In Stream_0x0_CPCV 100%_Several_Views_Video_Breakfast for One_VT_CHL-ABR_L16,2,CPCV,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPCV-Xaxis-Video,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPCV-Xaxis - Video_ABR_L16,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPCV-Xaxis - Video,,masterbrand,0.02,CPCV,Masterbrand,3,ktboClient
150.00%,Tracking,,2,4/20/2021 12:00:00 AM,MCMMIA_Kelloggs,3,1076460422,0.0,1074200712,Xaxis LATAM,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Xaxis_RON_Video_1x1_CPM_Several_Impressions_Video_Breakfast for One_TR_CHL-ABR_L19_1083156158,0,2,Display,200191,RON ,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incansables,0,Video Board,4/20/2021 12:00:00 AM,9,Xaxis_RON_Video_1x1_CPM_Several_Impressions_Video_Breakfast for One_TR_CHL-ABR_L19,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-VideoBoard,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Video Board_ABRL_L19,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Video Board,Video Board,masterbrand,0.0,CPM,Masterbrand,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_CHL-ABR_L17,0,4/30/2021 12:00:00 AM,MCMMIA_Kelloggs,0,1076498835,0.0,1074200716,Xaxis LATAM,4/12/2021 12:00:00 AM,0,0,4/12/2021 12:00:00 AM,0.00%,Standard Banner_320x50_Masterbrand_TR_CHL_ABR_L17,0,9,Display,200191,RON,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incasnsables Chile&utm_term=DisplayBanner02&utm_content=banner,0,Standard Banner,4/30/2021 12:00:00 AM,2,Xaxis_RON_Standard Banner_320x50_CPM_Several_Impressions_Display_Breakfast for One_CHL-ABR_L17,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-StandardBanner,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banner_ABRL_L17,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Standard Banner,,masterbrand,0.0,CPM,Masterbrand,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_CHL-ABR_L17,0,4/30/2021 12:00:00 AM,MCMMIA_Kelloggs,0,1076498836,0.0,1074200716,Xaxis LATAM,4/12/2021 12:00:00 AM,0,0,4/12/2021 12:00:00 AM,0.00%,Standard Banner_728x90_Masterbrand_TR_CHL_ABR_L17,0,3,Display,200191,RON,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incasnsables Chile&utm_term=DisplayBanner01&utm_content=banner,0,Standard Banner,4/30/2021 12:00:00 AM,2,Xaxis_RON_Standard Banner_728x90_CPM_Several_Impressions_Display_Breakfast for One_CHL-ABR_L17,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-StandardBanner,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banner_ABRL_L17,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Standard Banner,,masterbrand,0.0,CPM,Masterbrand,3,ktboClient
0.92%,In-Stream Video,,12584,5/31/2021 12:00:00 AM,MCMMIA_Kelloggs,116,1076570029,208.64,1074220525,Xaxis LATAM,5/1/2021 12:00:00 AM,30,10432,5/1/2021 12:00:00 AM,61.66%,Video In Stream_0x0_Masterbrand_TR_CHL_MAY_L16,11335,12586,Display,200191,0,10765,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incansables%20Chile&utm_term=VideoPreroll&utm_content=video,10963,In-Stream Video,5/31/2021 12:00:00 AM,0.02,Xaxis_RON_Video In Stream_0x0_CPCV 100%_Several_Views_Video_Breakfast for One_VT_CHL-MAY_L16,12533,CPCV,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPCV-Xaxis-Video,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPCV-Xaxis - Video_MAY_L16,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPCV-Xaxis - Video,,masterbrand,208.64,CPCV,Masterbrand,3,ktboClient
1.80%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_CHL-MAY_L17,111,5/31/2021 12:00:00 AM,MCMMIA_Kelloggs,2,1076570082,0.22,1074220532,Xaxis LATAM,5/1/2021 12:00:00 AM,0,0,5/1/2021 12:00:00 AM,0.00%,Standard Banner_160x600_Masterbrand_TR_CHL_MAY_L17,0,120,Display,200191,RON,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incasnsables Chile&utm_term=DisplayBanner04&utm_content=banner,0,Standard Banner,5/31/2021 12:00:00 AM,2,Xaxis_RON_Standard Banner_160x600_CPM_Several_Impressions_Display_Breakfast for One_CHL-MAY_L17,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-StandardBanner,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banner_MAY_L17,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Standard Banner,,masterbrand,0.22,CPM,Masterbrand,3,ktboClient
0.52%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_CHL-MAY_L17,28344,5/31/2021 12:00:00 AM,MCMMIA_Kelloggs,148,1076570083,56.69,1074220532,Xaxis LATAM,5/1/2021 12:00:00 AM,0,0,5/1/2021 12:00:00 AM,0.00%,Standard Banner_320x50_Masterbrand_TR_CHL_MAY_L17,0,28355,Display,200191,RON,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incasnsables Chile&utm_term=DisplayBanner02&utm_content=banner,0,Standard Banner,5/31/2021 12:00:00 AM,2,Xaxis_RON_Standard Banner_320x50_CPM_Several_Impressions_Display_Breakfast for One_CHL-MAY_L17,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-StandardBanner,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banner_MAY_L17,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Standard Banner,,masterbrand,56.69,CPM,Masterbrand,3,ktboClient
0.82%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_CHL-MAY_L17,3407,5/31/2021 12:00:00 AM,MCMMIA_Kelloggs,28,1076570084,6.81,1074220532,Xaxis LATAM,5/1/2021 12:00:00 AM,0,0,5/1/2021 12:00:00 AM,0.00%,Standard Banner_728x90_Masterbrand_TR_CHL_MAY_L17,0,3419,Display,200191,RON,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incasnsables Chile&utm_term=DisplayBanner01&utm_content=banner,0,Standard Banner,5/31/2021 12:00:00 AM,2,Xaxis_RON_Standard Banner_728x90_CPM_Several_Impressions_Display_Breakfast for One_CHL-MAY_L17,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-StandardBanner,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banner_MAY_L17,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Standard Banner,,masterbrand,6.81,CPM,Masterbrand,3,ktboClient
2.33%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_CHL-MAY_L17,43,5/31/2021 12:00:00 AM,MCMMIA_Kelloggs,1,1076570085,0.09,1074220532,Xaxis LATAM,5/1/2021 12:00:00 AM,0,0,5/1/2021 12:00:00 AM,0.00%,Standard Banner_300x250_Masterbrand_TR_CHL_MAY_L17,0,51,Display,200191,RON,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incasnsables Chile&utm_term=DisplayBanner03&utm_content=banner,0,Standard Banner,5/31/2021 12:00:00 AM,2,Xaxis_RON_Standard Banner_300x250_CPM_Several_Impressions_Display_Breakfast for One_CHL-MAY_L17,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-StandardBanner,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banner_MAY_L17,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Standard Banner,,masterbrand,0.09,CPM,Masterbrand,3,ktboClient
0.16%,Tracking,,9403,5/31/2021 12:00:00 AM,MCMMIA_Kelloggs,15,1076570152,75.22,1074220547,Xaxis LATAM,5/1/2021 12:00:00 AM,0,0,5/1/2021 12:00:00 AM,0.00%,Xaxis_RON_Scroll Reactive_1x1_CPM_Several_Impressions_Display_Breakfast for One_TR_CHL-MAY_L18_1083452324,0,9415,Display,200191,RON ,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incansables,0,Scroll Reactive,5/31/2021 12:00:00 AM,8,Xaxis_RON_Scroll Reactive_1x1_CPM_Several_Impressions_Display_Breakfast for One_TR_CHL-MAY_L18,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-ScrollReactive,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Scroll Reactive_MAY_L18,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Scroll Reactive,Scroll Reactive,masterbrand,75.22,CPM,Masterbrand,3,ktboClient
4.09%,Tracking,,4793,5/31/2021 12:00:00 AM,MCMMIA_Kelloggs,196,1076570179,43.14,1074220553,Xaxis LATAM,5/1/2021 12:00:00 AM,0,0,5/1/2021 12:00:00 AM,0.00%,Xaxis_RON_Video_1x1_CPM_Several_Impressions_Video_Breakfast for One_TR_CHL-MAY_L19_1083452444,0,4795,Display,200191,RON ,0,MCMMIA_Kelloggs,https://www.icb.cl/marcas/kelloggs/?utm_source=Display&utm_medium=Xaxis&utm_campaign=MB_Incansables,0,Video Board,5/31/2021 12:00:00 AM,9,Xaxis_RON_Video_1x1_CPM_Several_Impressions_Video_Breakfast for One_TR_CHL-MAY_L19,0,CPM,0.00,5/4/2021 12:00:00 AM,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_BreakfastforOne_CPM-Xaxis-VideoBoard,2021-05-04,CL,MCMMIA_2021_CHL_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Video Board_MAY_L19,MCMMIA,2021,CHL,Kelloggs,Masterbrand,Seasonal,Despierta Mucho Mas,Sizmek,Breakfast for One,CPM-Xaxis - Video Board,Video Board,masterbrand,43.14,CPM,Masterbrand,3,ktboClient
0.00%,In-stream Video Tracking,,1,4/30/2021 12:00:00 AM,MCMMIA_Pringles,0,1076453927,0.01,1074200025,Spotify AR,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Spotify_RON_Video_1x1_CPV_Several_Views_Video_Promo Xbox_TR_ARG - ABR_L16_1083139361,0,1,Display,65663,0,0,MCMMIA_Pringles,http://pringlesgamer.com.ar/?utm_source=Display&utm_medium=Spotify&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPV&utm_content=Video_TakeOver,0,Instream Video Tracking Pixel,4/30/2021 12:00:00 AM,10,Spotify_RON_Video_1x1_CPV_Several_Views_Video_Promo Xbox_TR_ARG - ABR_L16,0,CPM,0.00,5/5/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Spotify-VideoTakeOver,2021-05-05,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Spotify - Video Take Over_ABR_L16,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Spotify - Video Take Over,,pringles,0.01,CPM,Pringles,3,ktboClient
100.00%,In Banner,,2,4/30/2021 12:00:00 AM,MCMMIA_Pringles,2,1076447962,0.01,1074199400,Xaxis LATAM,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Standard Banner_300x250_Promo Xbox_Xaxis - SB_TG_ARG - ABR_L13,0,3,Display,65663,0,0,MCMMIA_Pringles,http://pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_300x250,0,HTML5 Rich Media Banner,4/30/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_300x250_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - ABR_L13,0,CPM,0.00,5/5/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Xaxis-StandardBanner,2021-05-05,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banner_ABR_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banner,,pringles,0.01,CPM,Pringles,3,ktboClient
0.00%,In Banner,,0,4/30/2021 12:00:00 AM,MCMMIA_Pringles,0,1076447964,0.0,1074199400,Xaxis LATAM,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Standard Banner_320x50_Promo Xbox_Xaxis - SB_TG_ARG - ABR_L13,0,0,Display,65663,0,0,MCMMIA_Pringles,http://pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_320x50,0,HTML5 Rich Media Banner,4/30/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_320x50_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - ABR_L13,0,CPM,0.00,5/5/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Xaxis-StandardBanner,2021-05-05,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banner_ABR_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banner,,pringles,0.0,CPM,Pringles,3,ktboClient
100.00%,In Banner,,1,4/30/2021 12:00:00 AM,MCMMIA_Pringles,1,1076447966,0.0,1074199400,Xaxis LATAM,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Standard Banner_728x90_Promo Xbox_Xaxis - SB_TG_ARG - ABR_L13,0,1,Display,65663,0,0,MCMMIA_Pringles,http://pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_728x90,0,HTML5 Rich Media Banner,4/30/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_728x90_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - ABR_L13,0,CPM,0.00,5/5/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Xaxis-StandardBanner,2021-05-05,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banner_ABR_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banner,,pringles,0.0,CPM,Pringles,3,ktboClient
0.00%,Tracking,,0,4/30/2021 12:00:00 AM,MCMMIA_Pringles,1,1076453928,0.0,1074200166,Xaxis LATAM,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Spotify_RON_Audio_1x1_CPE_Several_Engagement_NA_Promo Xbox_TR_ARG - ABR_L17_1083139364,0,0,Display,65663,0,0,MCMMIA_Pringles,http://pringlesgamer.com.ar/?utm_source=Display&utm_medium=Spotify&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPE&utm_content=Audio_ad,0,Tracking Pixel,4/30/2021 12:00:00 AM,9,Spotify_RON_Audio_1x1_CPE_Several_Engagement_NA_Promo Xbox_TR_ARG - ABR_L17,0,CPM,0.00,5/5/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPM-Spotify-AudioAd,2021-05-05,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Spotify - Audio Ad_ABR_L17,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Spotify - Audio Ad,,pringles,0.0,CPM,Pringles,3,ktboClient
0.00%,In Banner,,4,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076579279,0.0,1074222564,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_300x250_Promo Xbox_Xaxis - SB_TG_ARG - MAY_L14,0,4,Display,65663,0,0,MCMMIA_Pringles,N/A,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,1.5,NO USAR,0,CPC,0.00,5/5/2021 12:00:00 AM,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_PromoXbox_Sizmek_EveningMe_CPC-Xaxis-StandardBanner,2021-05-05,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPC-Xaxis - Standard Banner_MAY_L14,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPC-Xaxis - Standard Banner,,pringles,0.0,CPC,Pringles,3,ktboClient
